MZ	Intensity	Resolution	S/N
552.43365	467274	186776	3.2	
552.43821	367306	326653	2.1	
552.44076	233018	491121	0.6	
552.44491	260811	428920	0.9	
552.44860	473867	264747	3.3	
552.46143	246173	262209	0.8	
552.46542	257357	204970	0.9	
552.47140	457870	222326	3.1	
552.48119	233999	276927	0.6	
552.49110	277640	226056	1.1	
552.49272	275888	359489	1.1	
552.49626	436800	218069	2.9	
552.50826	253618	327430	0.9	
552.51660	348594	316348	1.9	
552.52230	259539	345252	0.9	
552.53239	290324	380559	1.3	
552.54041	259077	288622	0.9	
552.54537	280693	244220	1.2	
552.55351	272118	446514	1.1	
552.56436	277815	296891	1.1	
552.57580	473593	219153	3.3	
552.58469	269770	328284	1.0	
552.58903	295706	303035	1.3	
552.60702	360028	282739	2.0	
552.61231	231548	536901	0.6	
552.62417	344062	193934	1.9	
552.64518	243936	454552	0.8	
552.65646	263553	387066	1.0	
552.65988	230449	448492	0.6	
552.66824	299362	340524	1.4	
552.68238	236596	383184	0.7	
552.68665	330484	225998	1.7	
552.70931	278923	247336	1.1	
552.71084	313799	279888	1.5	
552.71455	332455	306186	1.7	
552.72174	413000	246614	2.6	
552.72846	255561	245430	0.9	
552.74120	258282	425606	0.9	
552.74506	439882	221205	2.9	
552.75578	231027	207708	0.6	
552.76505	238828	373559	0.7	
552.77019	338157	348417	1.8	
552.77392	343581	196295	1.9	
552.78983	375087	337437	2.2	
552.79748	322560	260603	1.6	
552.80335	331664	279157	1.7	
552.81294	367889	331226	2.1	
552.82449	270739	264888	1.1	
552.83628	235556	370800	0.7	
552.83933	327316	315265	1.7	
552.84464	273109	359019	1.1	
552.84933	307797	304091	1.5	
552.86097	250470	389026	0.8	
552.88749	252921	375061	0.9	
552.89051	364058	252500	2.1	
552.89563	305690	319489	1.4	
552.90184	306267	324432	1.5	
552.90887	360219	314146	2.1	
552.91432	491900	191329	3.5	
552.91906	258997	196328	0.9	
552.92507	415613	245787	2.7	
552.93679	325118	264259	1.7	
552.94229	275711	357875	1.1	
552.95093	449152	243019	3.0	
552.96014	233633	366350	0.6	
552.97036	291474	255420	1.3	
552.97693	259427	448843	0.9	
552.99451	338276	353435	1.8	
553.01675	346375	262557	1.9	
553.02117	285687	303511	1.2	
553.02516	345632	137665	1.9	
553.05856	508587	227124	3.7	
553.06130	2180619	206382	22.3	
553.06476	390860	428829	2.4	
553.07847	338429	273475	1.8	
553.08706	286302	330578	1.2	
553.09716	402943	223716	2.5	
553.10161	317616	326958	1.6	
553.10478	457424	212848	3.1	
553.10924	248496	356261	0.8	
553.11779	282449	427902	1.2	
553.12104	457874	294046	3.1	
553.12785	291666	301648	1.3	
553.13257	295731	382184	1.3	
553.13615	292883	326363	1.3	
553.14080	376084	251049	2.2	
553.14677	364436	371299	2.1	
553.14989	437589	315544	2.9	
553.16945	381607	217826	2.3	
553.17140	385383	159283	2.3	
553.17655	371855	139127	2.2	
553.18171	430264	161626	2.8	
553.18655	353848	146318	2.0	
553.18929	300201	282005	1.4	
553.22020	519228	184153	3.8	
553.22690	335549	247772	1.8	
553.22991	248693	304967	0.8	
553.25230	261487	351752	1.0	
553.26227	456096	217051	3.1	
553.27013	236865	545147	0.7	
553.27317	278529	426786	1.1	
553.30397	240365	176676	0.7	
553.32334	234527	321595	0.7	
553.32762	272439	136453	1.1	
553.34148	338713	219855	1.8	
553.34367	339777	209294	1.8	
553.34953	319113	272023	1.6	
553.35711	365642	278475	2.1	
553.36872	364011	321767	2.1	
553.37266	340700	238253	1.8	
553.38901	454094	198443	3.1	
553.39336	414126	171645	2.7	
553.40115	265103	333283	1.0	
553.40621	327807	272968	1.7	
553.41608	374928	131871	2.2	
553.43095	321586	259008	1.6	
553.43310	265682	218928	1.0	
553.46127	251861	323059	0.8	
553.47239	257558	338489	0.9	
553.47987	269527	206866	1.0	
553.48809	290328	333156	1.3	
553.49922	274137	238709	1.1	
553.50168	293913	198446	1.3	
553.50509	292090	378464	1.3	
553.51114	267722	325780	1.0	
553.51475	396795	355371	2.5	
553.52276	311388	352255	1.5	
553.52704	297836	196066	1.4	
553.53522	367133	284795	2.1	
553.53957	394653	252323	2.4	
553.54538	345582	181892	1.9	
553.55288	379567	214111	2.3	
553.56276	513888	230984	3.8	
553.56855	361936	207151	2.1	
553.57266	241665	322856	0.7	
553.57963	285377	277908	1.2	
553.59881	422468	221208	2.7	
553.60268	347972	300135	1.9	
553.60621	342436	330666	1.9	
553.61124	257829	205481	0.9	
553.62669	370294	177135	2.2	
553.63185	322631	190188	1.6	
553.64095	234888	501949	0.7	
553.64724	261145	345733	0.9	
553.65887	256290	244437	0.9	
553.67085	422411	201729	2.7	
553.68286	387148	275180	2.4	
553.69479	264542	244732	1.0	
553.69783	310830	309093	1.5	
553.70146	353038	371258	2.0	
553.70304	341838	317689	1.8	
553.70713	448239	250715	3.0	
553.71218	273743	455489	1.1	
553.71614	359600	161299	2.0	
553.72567	250949	185497	0.8	
553.74424	246723	248077	0.8	
553.75522	250708	363812	0.8	
553.76103	365716	279262	2.1	
553.76440	324885	253321	1.7	
553.76858	286901	357784	1.2	
553.77210	246006	303935	0.8	
553.77770	285174	381289	1.2	
553.78694	332215	335562	1.7	
553.79023	359128	270751	2.0	
553.80045	310959	110726	1.5	
553.80264	354649	177014	2.0	
553.81253	334266	394768	1.8	
553.81543	390970	287208	2.4	
553.81971	313195	222988	1.5	
553.82797	302331	255830	1.4	
553.83138	385724	335552	2.3	
553.83438	284956	446702	1.2	
553.84088	368573	216256	2.1	
553.85036	424062	279610	2.8	
553.86293	292383	239811	1.3	
553.86645	246271	302046	0.8	
553.88880	301234	239883	1.4	
553.89468	347258	169951	1.9	
553.90392	323787	159701	1.6	
553.91125	320804	218289	1.6	
553.91531	286485	283253	1.2	
553.92340	387317	198296	2.4	
553.92720	240950	383756	0.7	
553.92965	308998	292195	1.5	
553.93576	266263	320831	1.0	
553.94016	409191	186004	2.6	
553.94806	278648	203458	1.1	
553.95196	340520	221299	1.8	
553.95525	237641	702917	0.7	
553.95810	262825	472115	1.0	
553.96439	495242	195769	3.6	
553.96853	471050	192540	3.3	
553.97255	400539	136242	2.5	
553.97706	252939	273499	0.9	
553.98348	231676	295104	0.6	
553.99498	330797	217773	1.7	
553.99868	388813	135680	2.4	
554.00226	321366	177695	1.6	
554.00685	391342	186089	2.4	
554.01410	441359	218833	3.0	
554.02265	263592	255801	1.0	
554.03004	332577	207373	1.7	
554.04735	283394	354863	1.2	
554.05226	313011	313021	1.5	
554.05952	561988	144034	4.3	
554.06795	342997	308789	1.9	
554.07209	281525	336722	1.2	
554.08141	255254	412485	0.9	
554.08526	381718	251094	2.3	
554.09223	495735	204177	3.6	
554.09689	275480	326748	1.1	
554.10031	349144	343820	1.9	
554.10427	347656	206999	1.9	
554.10713	266193	193695	1.0	
554.11284	243561	366094	0.8	
554.11604	597690	234603	4.7	
554.13344	240083	264991	0.7	
554.13677	491948	180664	3.5	
554.14820	317533	407511	1.6	
554.15125	316893	393449	1.6	
554.15550	353022	308778	2.0	
554.15876	265302	197834	1.0	
554.16360	318911	301295	1.6	
554.16830	256223	317328	0.9	
554.17266	340271	212024	1.8	
554.17576	277008	313904	1.1	
554.17814	322048	252000	1.6	
554.18156	364512	293290	2.1	
554.19198	269921	337787	1.0	
554.19886	363362	292814	2.1	
554.20584	290291	194329	1.3	
554.20933	364771	213131	2.1	
554.21524	436884	178786	2.9	
554.23723	258790	418791	0.9	
554.24102	376327	302568	2.2	
554.25069	378024	271339	2.2	
554.25577	390904	231954	2.4	
554.25946	233577	560110	0.6	
554.26660	291505	235301	1.3	
554.27014	459450	185519	3.2	
554.27612	436410	207393	2.9	
554.27990	262987	569845	1.0	
554.28453	262955	468524	1.0	
554.28727	416459	281697	2.7	
554.29217	261964	498892	1.0	
554.30283	357741	314407	2.0	
554.30734	250238	385528	0.8	
554.31422	325214	216241	1.7	
554.31776	245647	198400	0.8	
554.32814	341648	258219	1.8	
554.33746	392881	154961	2.4	
554.34459	530929	144358	3.9	
554.34903	298482	364158	1.4	
554.35344	448466	221132	3.0	
554.36099	563315	127462	4.3	
554.37280	251444	504461	0.8	
554.38746	274374	275084	1.1	
554.39068	326230	208673	1.7	
554.39609	394215	113772	2.4	
554.40264	445879	261777	3.0	
554.41265	515737	151960	3.8	
554.42411	361818	347658	2.1	
554.42831	327554	199094	1.7	
554.43354	409627	306392	2.6	
554.43700	308875	302086	1.5	
554.44047	404187	291919	2.5	
554.44363	275948	297985	1.1	
554.45384	362173	219207	2.1	
554.45760	350301	298104	1.9	
554.46693	338510	208687	1.8	
554.47134	274431	394049	1.1	
554.47751	403167	248230	2.5	
554.48137	430720	174710	2.8	
554.48702	409440	294478	2.6	
554.49034	300001	369038	1.4	
554.49424	333233	252426	1.7	
554.50062	337378	305140	1.8	
554.50458	453346	193865	3.1	
554.50956	436867	266703	2.9	
554.51226	296035	398229	1.3	
554.52172	383700	204993	2.3	
554.52560	337700	335171	1.8	
554.53632	288013	189638	1.2	
554.54333	318798	189116	1.6	
554.54754	362023	166991	2.1	
554.56342	458280	164659	3.1	
554.56578	412489	165274	2.6	
554.57519	313562	245136	1.5	
554.58315	374202	166441	2.2	
554.58723	366267	218145	2.1	
554.59027	301195	233432	1.4	
554.59279	304811	335399	1.4	
554.59660	272440	120256	1.1	
554.60503	269613	485824	1.0	
554.61789	337550	278839	1.8	
554.62443	402255	270921	2.5	
554.62988	416335	170598	2.7	
554.63610	273120	254919	1.1	
554.63906	373872	227140	2.2	
554.64208	253024	331089	0.9	
554.65101	272081	358191	1.1	
554.65983	326482	324315	1.7	
554.66606	393651	292332	2.4	
554.67425	346228	321022	1.9	
554.68096	240037	281753	0.7	
554.68504	253477	220362	0.9	
554.69334	359494	156186	2.0	
554.69775	231014	262785	0.6	
554.70826	411223	238288	2.6	
554.71812	316040	237132	1.6	
554.72552	320437	164848	1.6	
554.73293	343930	227866	1.9	
554.74494	284731	466293	1.2	
554.76292	261069	299969	0.9	
554.77165	440542	258250	2.9	
554.77502	334014	415672	1.8	
554.77811	327295	324845	1.7	
554.78203	301791	302546	1.4	
554.78555	282064	237345	1.2	
554.79161	331200	346659	1.7	
554.79507	270528	440175	1.1	
554.79899	289041	276956	1.3	
554.81243	303458	268368	1.4	
554.81608	247987	241884	0.8	
554.82059	451139	254030	3.1	
554.82795	365060	276536	2.1	
554.83145	319780	362611	1.6	
554.83388	236261	476253	0.7	
554.84131	275269	298425	1.1	
554.84450	255222	382056	0.9	
554.85573	459815	224518	3.2	
554.85994	571687	222171	4.4	
554.87292	279981	154051	1.2	
554.87769	247001	277779	0.8	
554.89067	387466	182875	2.4	
554.89986	474843	142982	3.3	
554.90909	347756	323625	1.9	
554.93770	230935	304231	0.6	
554.94410	294192	262296	1.3	
554.95288	394257	261012	2.4	
554.96193	301026	272697	1.4	
554.97867	280140	216029	1.2	
554.98764	332949	286623	1.7	
554.99648	379718	219219	2.3	
555.00000	293398	289058	1.3	
555.00480	258422	346949	0.9	
555.01032	394311	205734	2.4	
555.01318	291479	329611	1.3	
555.01678	355656	243312	2.0	
555.02338	258900	206679	0.9	
555.03427	390041	237723	2.4	
555.03799	292538	350867	1.3	
555.04454	404411	222545	2.5	
555.09972	21389280	191235	236.1	
555.16133	245259	143115	0.8	
555.16700	412583	210554	2.6	
555.17201	277512	241838	1.1	
555.18525	271593	436126	1.1	
555.18937	383082	173183	2.3	
555.19675	537994	225652	4.0	
555.20022	256107	542395	0.9	
555.20273	239019	494494	0.7	
555.20787	263228	374504	1.0	
555.21365	361092	176587	2.1	
555.21811	353149	187876	2.0	
555.22116	391917	217107	2.4	
555.22648	275246	346730	1.1	
555.23768	231519	454521	0.6	
555.24672	340336	299368	1.8	
555.25371	235600	489998	0.7	
555.26043	244465	585170	0.8	
555.26636	237114	332835	0.7	
555.28350	418667	110367	2.7	
555.29342	261685	434962	1.0	
555.30035	363125	109223	2.1	
555.30759	343614	169133	1.9	
555.31485	239331	265286	0.7	
555.31770	421399	250184	2.7	
555.32117	470839	294754	3.3	
555.32852	321720	394578	1.6	
555.33386	360409	265933	2.1	
555.34235	267386	439780	1.0	
555.34523	270618	334419	1.1	
555.34914	299034	225319	1.4	
555.35723	307083	201022	1.5	
555.36842	286092	306591	1.2	
555.37091	232813	415178	0.6	
555.38167	282142	421617	1.2	
555.38504	296094	316558	1.3	
555.38982	275887	292367	1.1	
555.40913	256033	305647	0.9	
555.41180	277361	301234	1.1	
555.41486	261489	293206	1.0	
555.42154	331026	199170	1.7	
555.42602	257794	274294	0.9	
555.43398	247411	275605	0.8	
555.43954	396580	245602	2.5	
555.44394	307796	309834	1.5	
555.44830	327269	340059	1.7	
555.45168	264773	394342	1.0	
555.46166	260326	446200	0.9	
555.48410	296536	217115	1.3	
555.49771	442602	210682	3.0	
555.50621	447851	273966	3.0	
555.51099	341531	262270	1.8	
555.51586	365900	231786	2.1	
555.52257	481644	181592	3.4	
555.52953	232461	527452	0.6	
555.54038	255166	216575	0.9	
555.54400	469711	186208	3.3	
555.55278	289744	308285	1.3	
555.55610	390352	330553	2.4	
555.55924	371472	269861	2.2	
555.56218	268113	338332	1.0	
555.56750	364321	249356	2.1	
555.57631	378834	227754	2.3	
555.58529	263219	553579	1.0	
555.58959	380819	374737	2.3	
555.60147	7764501	198989	84.5	
555.63675	249240	449224	0.8	
555.65103	410138	272855	2.6	
555.65865	324731	268292	1.7	
555.66596	379419	239016	2.3	
555.67231	297628	206886	1.4	
555.68078	313901	233735	1.5	
555.69696	262687	227387	1.0	
555.70332	303583	212189	1.4	
555.71980	462545	189274	3.2	
555.72832	290754	360325	1.3	
555.73287	265690	256922	1.0	
555.73791	363395	266241	2.1	
555.74446	260900	236451	0.9	
555.75513	275957	273699	1.1	
555.77850	304903	232235	1.4	
555.78408	325672	284245	1.7	
555.80250	274618	207847	1.1	
555.80642	291786	325871	1.3	
555.81401	303275	315000	1.4	
555.81663	301931	262552	1.4	
555.82858	488428	289244	3.5	
555.83865	317805	339583	1.6	
555.85012	251487	190730	0.8	
555.85499	379487	178695	2.3	
555.86459	268432	324988	1.0	
555.87975	285266	299344	1.2	
555.89096	247427	231678	0.8	
555.90054	300684	179357	1.4	
555.91600	298166	404943	1.4	
555.91921	247094	375911	0.8	
555.92728	332383	198952	1.7	
555.93489	307784	296818	1.5	
555.93962	412504	203842	2.6	
555.95506	377314	156066	2.2	
555.97448	357212	260004	2.0	
555.98249	351869	244689	2.0	
555.99655	335870	187888	1.8	
556.00910	243163	227451	0.7	
556.01104	244019	264009	0.8	
556.01647	403232	287231	2.5	
556.03118	304706	271829	1.4	
556.03658	325218	309406	1.7	
556.04052	247643	270335	0.8	
556.05937	369893	249557	2.2	
556.07242	368118	201593	2.1	
556.08472	454751	131751	3.1	
556.09752	1642697	175177	16.3	
556.10241	1534089	133113	15.1	
556.10977	427946	262232	2.8	
556.12060	308299	302281	1.5	
556.12582	284651	254439	1.2	
556.14073	302749	174322	1.4	
556.15981	299663	218245	1.4	
556.16883	281760	298659	1.2	
556.17399	283381	149943	1.2	
556.19042	277522	366254	1.1	
556.19480	380083	278573	2.3	
556.21283	254389	389370	0.9	
556.22059	266613	386074	1.0	
556.22613	335014	238103	1.8	
556.23496	368295	245177	2.1	
556.24783	445560	207016	3.0	
556.25132	256665	369417	0.9	
556.25857	469561	161834	3.3	
556.26238	322442	203918	1.6	
556.26615	244026	524173	0.8	
556.26927	250586	405555	0.8	
556.27341	241899	299293	0.7	
556.27886	251595	226739	0.8	
556.28211	435228	223463	2.9	
556.29113	329661	204970	1.7	
556.29721	376477	293662	2.2	
556.30762	407102	177052	2.6	
556.31105	279853	164470	1.2	
556.31526	306879	294038	1.5	
556.32041	430752	182916	2.8	
556.32550	368304	209248	2.1	
556.32939	467393	205661	3.2	
556.33493	297473	411076	1.3	
556.33846	422658	287332	2.7	
556.34211	305538	328335	1.4	
556.35798	372532	207863	2.2	
556.36553	240620	306671	0.7	
556.37668	327302	253393	1.7	
556.38583	273735	233382	1.1	
556.39909	397128	211968	2.5	
556.40422	279689	406827	1.2	
556.40876	327289	202502	1.7	
556.42384	356903	111814	2.0	
556.42830	284339	205713	1.2	
556.46463	247599	456825	0.8	
556.47684	504544	171130	3.7	
556.47963	354944	194413	2.0	
556.48450	308161	286453	1.5	
556.48817	248465	441282	0.8	
556.52297	254485	314153	0.9	
556.52919	273238	347461	1.1	
556.53298	285270	350981	1.2	
556.54303	302183	257085	1.4	
556.55013	330904	231222	1.7	
556.55290	244984	370027	0.8	
556.56671	254938	372843	0.9	
556.57805	382443	216128	2.3	
556.58345	361307	258138	2.1	
556.58941	269480	192047	1.0	
556.59637	242141	441620	0.7	
556.59905	725565	240398	6.1	
556.60506	484158	174208	3.4	
556.61690	240751	377231	0.7	
556.62592	312688	292565	1.5	
556.63312	341600	301553	1.8	
556.64171	400673	204167	2.5	
556.64806	352866	154524	2.0	
556.65768	369187	253245	2.1	
556.67382	310133	234509	1.5	
556.68585	476294	224528	3.3	
556.68979	287174	337698	1.2	
556.70354	257304	372680	0.9	
556.70735	299320	320659	1.4	
556.71147	241385	389020	0.7	
556.71786	358041	211059	2.0	
556.73362	479915	208149	3.4	
556.74662	340332	329980	1.8	
556.75018	358509	305119	2.0	
556.75408	273469	151388	1.1	
556.75737	244141	153521	0.8	
556.76724	294526	268993	1.3	
556.77214	352975	306840	2.0	
556.77805	327568	292217	1.7	
556.78535	237800	237591	0.7	
556.78947	329681	269303	1.7	
556.80351	368370	187268	2.1	
556.81383	241299	301540	0.7	
556.81656	380596	242007	2.3	
556.83156	444661	160220	3.0	
556.84158	263558	347707	1.0	
556.84798	330183	227374	1.7	
556.85129	237207	448091	0.7	
556.85611	240688	297084	0.7	
556.86127	301848	313476	1.4	
556.86386	370105	305687	2.2	
556.87111	360217	288428	2.0	
556.87807	340266	201585	1.8	
556.88075	325402	278071	1.7	
556.88935	236091	370167	0.7	
556.89288	274364	427839	1.1	
556.90392	363869	168390	2.1	
556.92421	384783	176205	2.3	
556.93048	434719	230789	2.9	
556.94308	399233	243906	2.5	
556.95075	252194	225710	0.8	
556.95775	345474	252934	1.9	
556.96488	283555	211685	1.2	
556.97539	250228	384719	0.8	
556.97905	388741	241781	2.4	
556.98320	242597	398450	0.7	
556.99155	537670	135506	4.0	
557.01384	388056	180108	2.4	
557.02648	255145	345513	0.9	
557.03666	342923	271944	1.9	
557.04511	371179	287173	2.2	
557.05297	262668	422155	1.0	
557.05755	312125	235715	1.5	
557.06658	279690	142920	1.2	
557.09907	441521	282652	3.0	
557.10413	300114	469620	1.4	
557.11316	247203	411131	0.8	
557.12462	279908	162180	1.2	
557.13892	233269	670258	0.6	
557.14215	328470	300414	1.7	
557.15440	402135	234689	2.5	
557.15949	419223	222084	2.7	
557.16289	241064	365754	0.7	
557.18218	457690	151123	3.1	
557.19992	410908	189348	2.6	
557.20459	396612	113527	2.5	
557.20714	409244	171778	2.6	
557.21427	331933	150679	1.7	
557.22072	277230	312927	1.1	
557.22645	260286	469878	0.9	
557.22982	320591	210452	1.6	
557.23204	289279	318731	1.3	
557.23911	234640	414293	0.6	
557.24661	326105	192705	1.7	
557.25067	257441	275609	0.9	
557.25581	380353	243873	2.3	
557.26258	458722	241447	3.1	
557.26867	300899	337696	1.4	
557.27193	344195	315269	1.9	
557.27750	332164	241927	1.7	
557.28174	326532	286693	1.7	
557.28801	344901	321531	1.9	
557.29435	310949	398821	1.5	
557.29682	408806	232282	2.6	
557.30252	307398	341787	1.5	
557.31056	452007	192081	3.1	
557.31394	300296	349474	1.4	
557.32158	325976	190147	1.7	
557.35397	233852	354926	0.6	
557.36037	325772	360451	1.7	
557.36687	337805	254984	1.8	
557.37124	284662	295303	1.2	
557.37558	404910	243084	2.5	
557.39944	362096	276342	2.1	
557.40424	301489	292855	1.4	
557.41292	248786	284225	0.8	
557.42257	267379	329547	1.0	
557.42634	269635	305019	1.0	
557.43397	408820	164157	2.6	
557.44363	429493	200254	2.8	
557.44733	341781	236782	1.8	
557.45426	303350	399765	1.4	
557.45888	275127	248298	1.1	
557.46447	418487	247699	2.7	
557.47507	415576	247289	2.7	
557.52331	292501	195836	1.3	
557.54134	240223	498272	0.7	
557.54488	288192	355249	1.2	
557.56383	365218	276486	2.1	
557.56737	305090	330246	1.4	
557.57248	413987	223243	2.6	
557.57595	318947	355534	1.6	
557.57837	268707	410387	1.0	
557.58182	365300	223185	2.1	
557.59343	269093	264714	1.0	
557.62150	442728	189234	3.0	
557.62682	479144	209876	3.4	
557.63558	235537	271089	0.7	
557.64054	256970	413975	0.9	
557.64425	312650	342220	1.5	
557.65074	246267	324844	0.8	
557.65682	238299	294560	0.7	
557.66333	359596	214795	2.0	
557.67201	409085	171813	2.6	
557.67778	287693	300569	1.2	
557.69301	338255	278595	1.8	
557.70185	307536	318931	1.5	
557.71035	429137	272401	2.8	
557.71743	257410	394027	0.9	
557.72111	597362	244478	4.7	
557.72571	283507	348848	1.2	
557.73300	362875	153910	2.1	
557.74086	387348	242993	2.3	
557.75043	268837	371381	1.0	
557.75592	442854	154837	3.0	
557.77898	330080	159695	1.7	
557.78910	282153	191310	1.2	
557.79154	292297	251745	1.3	
557.79781	388986	274182	2.4	
557.80712	379291	167558	2.3	
557.82467	245181	358859	0.8	
557.83292	333166	263642	1.7	
557.83606	279054	310565	1.1	
557.85227	239808	327114	0.7	
557.86006	519489	242709	3.8	
557.87592	338978	287932	1.8	
557.87991	423587	251705	2.8	
557.88609	270979	177665	1.1	
557.88892	230868	411862	0.6	
